document_id,unique_id,pd_index,probleem_type,explicitheid,urgentie_type,causaliteitstype,framing_type,kernprobleem_ref,has_box_ids
1564,Adviesraad_internationale_vraagstukken_140,7,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,8,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,9,deelprobleem,expliciet,toekomstig,mechanisch,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,10,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,11,deelprobleem,expliciet,toekomstig,mechanisch,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,12,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,13,deelprobleem,expliciet,acuut,mechanisch,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,14,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,15,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,16,deelprobleem,impliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,17,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,18,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,19,deelprobleem,impliciet,acuut,mechanisch,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,20,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,21,deelprobleem,expliciet,acuut,inadvertent,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,22,deelprobleem,impliciet,toekomstig,mechanisch,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,23,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_140-PD-01,True
1564,Adviesraad_internationale_vraagstukken_140,24,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_140-PD-01,True
1568,Adviesraad_internationale_vraagstukken_151,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,1,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,2,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,3,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,4,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,5,kernprobleem,impliciet,toekomstig,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,6,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,7,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1568,Adviesraad_internationale_vraagstukken_151,8,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_151-PD-07,True
1568,Adviesraad_internationale_vraagstukken_151,9,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_151-PD-04,True
1568,Adviesraad_internationale_vraagstukken_151,10,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_151-PD-07,True
1571,Adviesraad_internationale_vraagstukken_153,0,kernprobleem,expliciet,structureel,inadvertent,normatief,,True
1571,Adviesraad_internationale_vraagstukken_153,1,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,2,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,3,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,4,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,5,deelprobleem,expliciet,acuut,mechanisch,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,6,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,7,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,8,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,9,deelprobleem,impliciet,toekomstig,mechanisch,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,10,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,11,deelprobleem,impliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,12,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,13,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1571,Adviesraad_internationale_vraagstukken_153,14,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_153-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,0,kernprobleem,expliciet,structureel,mechanisch,normatief,,True
1574,Adviesraad_internationale_vraagstukken_152,1,deelprobleem,impliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,2,deelprobleem,impliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,3,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,4,deelprobleem,expliciet,toekomstig,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,5,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,6,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,7,deelprobleem,impliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,8,deelprobleem,expliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,9,deelprobleem,impliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,10,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,11,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,12,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,13,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,14,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,15,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,16,deelprobleem,impliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,17,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,18,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_152-PD-01,True
1574,Adviesraad_internationale_vraagstukken_152,19,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_152-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1591,Adviesraad_internationale_vraagstukken_173,1,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,2,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,3,deelprobleem,impliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,4,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,5,deelprobleem,expliciet,structureel,intentioneel,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,6,deelprobleem,expliciet,toekomstig,inadvertent,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,7,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,8,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,9,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,10,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,11,deelprobleem,expliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,12,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,13,deelprobleem,impliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,14,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,15,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,16,deelprobleem,expliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,17,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,18,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,19,deelprobleem,expliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,20,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,21,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,22,deelprobleem,expliciet,acuut,intentioneel,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,23,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,24,deelprobleem,expliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,25,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,26,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,27,deelprobleem,expliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,28,deelprobleem,impliciet,structureel,mechanisch,cognitief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,29,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,30,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,31,deelprobleem,expliciet,acuut,mechanisch,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,32,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_173-PD-01,True
1591,Adviesraad_internationale_vraagstukken_173,33,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_173-PD-01,True
1592,Adviesraad_internationale_vraagstukken_176,0,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
1592,Adviesraad_internationale_vraagstukken_176,1,deelprobleem,expliciet,structureel,mechanisch,normatief,Adviesraad_internationale_vraagstukken_176-PD-01,True
1592,Adviesraad_internationale_vraagstukken_176,2,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_176-PD-01,True
1592,Adviesraad_internationale_vraagstukken_176,3,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
1592,Adviesraad_internationale_vraagstukken_176,4,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_176-PD-01,True
1595,Adviesraad_internationale_vraagstukken_174,0,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
1595,Adviesraad_internationale_vraagstukken_174,1,kernprobleem,impliciet,structureel,inadvertent,instrumenteel,,True
1595,Adviesraad_internationale_vraagstukken_174,2,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
1595,Adviesraad_internationale_vraagstukken_174,3,kernprobleem,impliciet,structureel,inadvertent,cognitief,,True
1595,Adviesraad_internationale_vraagstukken_174,4,kernprobleem,impliciet,structureel,inadvertent,cognitief,,True
1595,Adviesraad_internationale_vraagstukken_174,5,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-01,True
1595,Adviesraad_internationale_vraagstukken_174,6,deelprobleem,expliciet,toekomstig,inadvertent,normatief,Adviesraad_internationale_vraagstukken_174-PD-01,True
1595,Adviesraad_internationale_vraagstukken_174,7,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-02,True
1595,Adviesraad_internationale_vraagstukken_174,8,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-03,True
1595,Adviesraad_internationale_vraagstukken_174,9,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-03,True
1595,Adviesraad_internationale_vraagstukken_174,10,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-03,True
1595,Adviesraad_internationale_vraagstukken_174,11,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-03,True
1595,Adviesraad_internationale_vraagstukken_174,12,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-03,True
1595,Adviesraad_internationale_vraagstukken_174,13,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-02,True
1595,Adviesraad_internationale_vraagstukken_174,14,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_174-PD-01,True
1595,Adviesraad_internationale_vraagstukken_174,15,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-02,True
1595,Adviesraad_internationale_vraagstukken_174,16,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-01,True
1595,Adviesraad_internationale_vraagstukken_174,17,deelprobleem,impliciet,toekomstig,inadvertent,cognitief,Adviesraad_internationale_vraagstukken_174-PD-04,True
1595,Adviesraad_internationale_vraagstukken_174,18,deelprobleem,impliciet,toekomstig,inadvertent,cognitief,Adviesraad_internationale_vraagstukken_174-PD-04,True
1595,Adviesraad_internationale_vraagstukken_174,19,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_174-PD-02,True
1611,Adviesraad_internationale_vraagstukken_191,0,kernprobleem,impliciet,acuut,mechanisch,instrumenteel,,True
1611,Adviesraad_internationale_vraagstukken_191,1,kernprobleem,impliciet,acuut,mechanisch,instrumenteel,,True
1611,Adviesraad_internationale_vraagstukken_191,2,kernprobleem,expliciet,acuut,mechanisch,normatief,,True
1611,Adviesraad_internationale_vraagstukken_191,3,deelprobleem,impliciet,acuut,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,4,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,5,deelprobleem,impliciet,acuut,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,6,deelprobleem,impliciet,acuut,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,7,deelprobleem,expliciet,acuut,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,8,deelprobleem,impliciet,acuut,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,9,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,10,deelprobleem,expliciet,acuut,intentioneel,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,11,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,12,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,13,deelprobleem,impliciet,acuut,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,14,deelprobleem,expliciet,acuut,mechanisch,normatief,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,15,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1611,Adviesraad_internationale_vraagstukken_191,16,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_191-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,0,kernprobleem,expliciet,acuut,inadvertent,instrumenteel,,True
1612,Adviesraad_internationale_vraagstukken_190,1,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,2,deelprobleem,expliciet,structureel,inadvertent,normatief,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,3,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,4,deelprobleem,impliciet,toekomstig,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,5,deelprobleem,expliciet,acuut,inadvertent,normatief,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,6,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,7,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,8,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,9,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,10,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,11,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,12,deelprobleem,impliciet,acuut,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,13,deelprobleem,impliciet,toekomstig,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,14,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1612,Adviesraad_internationale_vraagstukken_190,15,deelprobleem,impliciet,toekomstig,inadvertent,instrumenteel,Adviesraad_internationale_vraagstukken_190-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1614,Adviesraad_internationale_vraagstukken_196,1,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,2,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,3,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,4,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,5,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,6,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,7,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,8,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,9,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,10,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,11,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,12,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,13,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,14,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,15,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,16,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,17,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,18,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,19,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,20,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-01,True
1614,Adviesraad_internationale_vraagstukken_196,21,kernprobleem,expliciet,structureel,intentioneel,normatief,,True
1614,Adviesraad_internationale_vraagstukken_196,22,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
1614,Adviesraad_internationale_vraagstukken_196,23,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-23,True
1614,Adviesraad_internationale_vraagstukken_196,24,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Adviesraad_internationale_vraagstukken_196-PD-23,True
