document_id,unique_id,aanbeveling_index,niveau,aard,object_advies,specificiteit,operationaliteit,beinvloedbaarheid,hall_orde,richting_interventie,has_box_ids
1698,Adviesraad_internationale_vraagstukken_282,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,22,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,29,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,30,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,31,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,32,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,33,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,34,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,35,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1698,Adviesraad_internationale_vraagstukken_282,36,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,1,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,3,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,4,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,6,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,8,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,10,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1700,Adviesraad_internationale_vraagstukken_281,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,29,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,30,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,31,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,32,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,33,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,34,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,35,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,36,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,37,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,38,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,39,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,40,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,41,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,42,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,43,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1704,Adviesraad_internationale_vraagstukken_283,44,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,0,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,2,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,3,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,4,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1706,Adviesraad_internationale_vraagstukken_289,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1707,Adviesraad_internationale_vraagstukken_290,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,4,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,5,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,6,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,7,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,8,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,10,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,11,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,13,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,29,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,30,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1708,Adviesraad_internationale_vraagstukken_291,31,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,1,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,2,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,3,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,6,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,8,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,10,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,11,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,13,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,14,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,16,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,18,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,20,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,21,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,24,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1712,Adviesraad_internationale_vraagstukken_292,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1713,Adviesraad_internationale_vraagstukken_297,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
1713,Adviesraad_internationale_vraagstukken_297,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
