document_id,unique_id,college,jaar,n_woorden,is_co_advies,beleidsreikwijdte,operationaliteit_rapport,beinvloedbaarheid_rapport,veldconsultatie_niveau,scenarios_aanwezig,beleidsopties_aanwezig,orde_van_verandering,aanbevelingen_aantal,probleemdefinities_aantal,meta_gevraagd_ongevraagd,meta_advies_aanvrager,meta_aanbevelingen_aantal,meta_mede_ondertekenaars_n,n_consultaties,n_beleidsopties,n_betrokken_actoren,n_unieke_actoren
3094,Adviesraad_voor_wetenschap_technologie_en_innovatie_517,Adviesraad voor het wetenschaps- en technologiebeleid,2003,2902,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,9,GEVRAAGD,MINISTER,,0,1,5,0,1
3096,Adviesraad_voor_wetenschap_technologie_en_innovatie_520,Adviesraad voor het wetenschaps- en technologiebeleid,2002,6485,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,20,18,GEVRAAGD,MINISTER,,0,1,15,1,2
3101,Adviesraad_voor_wetenschap_technologie_en_innovatie_523,Adviesraad voor het wetenschaps- en technologiebeleid,2002,14419,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,5,10,GEVRAAGD,MINISTER,,0,6,5,7,13
3127,Adviesraad_voor_wetenschap_technologie_en_innovatie_545,Adviesraad voor het wetenschaps- en technologiebeleid,2001,25171,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,11,20,GEVRAAGD,MINISTER,,0,6,3,7,13
3129,Adviesraad_voor_wetenschap_technologie_en_innovatie_552,Adviesraad voor het wetenschaps- en technologiebeleid,2001,15584,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,12,GEVRAAGD,MINISTER,,0,5,9,5,9
3152,Adviesraad_voor_wetenschap_technologie_en_innovatie_570,Adviesraad voor het wetenschaps- en technologiebeleid,2000,18326,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,20,ONBEKEND,ONBEKEND,,0,6,7,4,10
3153,Adviesraad_voor_wetenschap_technologie_en_innovatie_577,Adviesraad voor het wetenschaps- en technologiebeleid,2000,5734,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,14,9,ONBEKEND,ONBEKEND,,0,0,11,2,2
3165,Adviesraad_voor_wetenschap_technologie_en_innovatie_587,Adviesraad voor het wetenschaps- en technologiebeleid,1999,6864,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,14,4,GEVRAAGD,MINISTER,,0,0,8,16,16
3168,Adviesraad_voor_wetenschap_technologie_en_innovatie_583,Adviesraad voor het wetenschaps- en technologiebeleid,2000,17319,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,16,7,GEVRAAGD,MINISTER,,0,3,7,3,6
3172,Adviesraad_voor_wetenschap_technologie_en_innovatie_597,"Adviesraad voor wetenschap, technologie en innovatie",1999,5188,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,3,13,GEVRAAGD,MINISTER,,0,0,0,3,3
3173,Adviesraad_voor_wetenschap_technologie_en_innovatie_594,Adviesraad voor het wetenschaps- en technologiebeleid,1997,20022,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,13,11,GEVRAAGD,MINISTER,,0,2,12,7,9
3177,Adviesraad_voor_wetenschap_technologie_en_innovatie_601,Adviesraad voor het wetenschaps- en technologiebeleid,1999,6452,True,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,8,5,GEVRAAGD,MINISTER,,0,2,9,6,8
3178,Adviesraad_voor_wetenschap_technologie_en_innovatie_602,Adviesraad voor het wetenschaps- en technologiebeleid,1999,8940,False,intersectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,25,16,GEVRAAGD,MINISTER,,0,0,14,1,1
3186,Adviesraad_voor_wetenschap_technologie_en_innovatie_605,Adviesraad voor het wetenschaps- en technologiebeleid,1999,14720,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,26,20,GEVRAAGD,MINISTER,,0,1,13,4,5
3190,Adviesraad_voor_wetenschap_technologie_en_innovatie_614,Adviesraad voor het wetenschaps- en technologiebeleid,1998,16129,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,8,6,GEVRAAGD,MINISTER,,0,9,8,9,18
3192,Adviesraad_voor_wetenschap_technologie_en_innovatie_615,Adviesraad voor het wetenschaps- en technologiebeleid,1998,10843,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,12,10,ONBEKEND,ONBEKEND,,0,4,6,3,7
3196,Adviesraad_voor_wetenschap_technologie_en_innovatie_619,Adviesraad voor het wetenschaps- en technologiebeleid,1998,4759,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,4,GEVRAAGD,MINISTER,,0,0,0,1,1
3201,Adviesraad_voor_wetenschap_technologie_en_innovatie_622,Adviesraad voor het wetenschaps- en technologiebeleid,1998,8294,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,12,GEVRAAGD,MINISTER,,0,3,8,3,6
3204,Adviesraad_voor_wetenschap_technologie_en_innovatie_621,Adviesraad voor het wetenschaps- en technologiebeleid,1998,14480,False,sectoraal,laag,hoog,onbekend,False,False,eerste_orde,3,8,GEVRAAGD,MINISTER,,0,0,0,0,0
3205,Adviesraad_voor_wetenschap_technologie_en_innovatie_627,Adviesraad voor het wetenschaps- en technologiebeleid,1997,8287,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,22,18,ONBEKEND,ONBEKEND,,0,2,5,4,5
3213,Adviesraad_voor_wetenschap_technologie_en_innovatie_631,Adviesraad voor het wetenschaps- en technologiebeleid,1997,9956,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,12,17,GEVRAAGD,MINISTER,,0,3,8,5,8
3216,Adviesraad_voor_wetenschap_technologie_en_innovatie_637,Adviesraad voor het wetenschaps- en technologiebeleid,1996,5148,False,sectoraal,hoog,hoog,onbekend,False,False,tweede_orde,6,15,GEVRAAGD,MINISTER,,0,2,8,3,5
3223,Adviesraad_voor_wetenschap_technologie_en_innovatie_626,Adviesraad voor het wetenschaps- en technologiebeleid,1998,23936,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,34,21,GEVRAAGD,MINISTER,,0,4,7,3,7
3224,Adviesraad_voor_wetenschap_technologie_en_innovatie_645,Adviesraad voor het wetenschaps- en technologiebeleid,1996,5148,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,16,GEVRAAGD,MINISTER,,0,2,8,4,6
3356,College_voor_de_Rechten_van_de_Mens_124,College voor de Rechten van de Mens,,1805,False,intersectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,6,6,ONBEKEND,ONBEKEND,,0,2,6,0,2
3361,College_voor_de_Rechten_van_de_Mens_039,College voor de Rechten van de Mens,2025,16111,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,21,ONBEKEND,ONBEKEND,,0,12,8,14,22
3454,College_voor_de_Rechten_van_de_Mens_217,College voor de Rechten van de Mens,2023,23560,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,17,13,ONBEKEND,ONBEKEND,,0,8,8,0,8
3494,College_voor_de_Rechten_van_de_Mens_164,College voor de Rechten van de Mens,2024,26165,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,15,ONBEKEND,ONBEKEND,4,0,3,2,6,9
3499,College_voor_de_Rechten_van_de_Mens_206,College voor de Rechten van de Mens,2023,18865,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,11,14,ONBEKEND,ONBEKEND,,0,4,13,4,8
3562,College_voor_de_Rechten_van_de_Mens_256,College voor de Rechten van de Mens,2023,21466,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,3,16,ONBEKEND,ONBEKEND,3,0,2,0,4,6
3620,College_voor_de_Rechten_van_de_Mens_392,College voor de Rechten van de Mens,2021,6878,False,intersectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,8,17,ONBEKEND,ONBEKEND,,0,0,0,3,3
3630,College_voor_de_Rechten_van_de_Mens_330,College voor de Rechten van de Mens,,58382,False,intersectoraal,gemiddeld,gemiddeld,onbekend,True,False,tweede_orde,35,6,ONBEKEND,ONBEKEND,,0,3,142,15,18
3634,College_voor_de_Rechten_van_de_Mens_399,College voor de Rechten van de Mens,2021,19275,False,intersectoraal,hoog,hoog,beperkt,False,False,tweede_orde,9,24,ONBEKEND,ONBEKEND,9,0,15,7,5,20
3666,College_voor_de_Rechten_van_de_Mens_415,College voor de Rechten van de Mens,2016,4367,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,6,5,ONBEKEND,ONBEKEND,,0,5,11,2,7
3688,College_voor_de_Rechten_van_de_Mens_424,College voor de Rechten van de Mens,2021,23058,False,intersectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,16,24,ONBEKEND,ONBEKEND,5,0,1,0,10,11
3727,College_voor_de_Rechten_van_de_Mens_493,College voor de Rechten van de Mens,2020,19445,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,12,7,ONBEKEND,ONBEKEND,3,0,6,14,6,12
3756,College_voor_de_Rechten_van_de_Mens_509,College voor de Rechten van de Mens,2020,8659,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,3,7,ONBEKEND,ONBEKEND,4,0,3,4,1,4
3765,College_voor_de_Rechten_van_de_Mens_534,College voor de Rechten van de Mens,2020,4217,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,8,GEVRAAGD,MINISTER,,0,2,5,2,4
3793,College_voor_de_Rechten_van_de_Mens_539,College voor de Rechten van de Mens,2020,13861,False,intersectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,16,15,ONBEKEND,ONBEKEND,,0,4,3,3,7
3814,College_voor_de_Rechten_van_de_Mens_522,College voor de Rechten van de Mens,,31078,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,1,22,ONBEKEND,ONBEKEND,9,0,4,9,2,5
3834,College_voor_de_Rechten_van_de_Mens_604,College voor de Rechten van de Mens,2018,14413,False,sectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,11,3,ONBEKEND,ONBEKEND,,0,1,5,2,3
3868,College_voor_de_Rechten_van_de_Mens_624,College voor de Rechten van de Mens,2018,4506,False,sectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,8,19,ONBEKEND,ONBEKEND,,0,0,0,2,2
3905,College_voor_de_Rechten_van_de_Mens_663,College voor de Rechten van de Mens,2017,9258,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,8,12,ONBEKEND,ONBEKEND,,0,2,3,0,2
3913,College_voor_de_Rechten_van_de_Mens_680,College voor de Rechten van de Mens,2017,5846,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,2,ONBEKEND,ONBEKEND,,0,5,9,2,7
3930,College_voor_de_Rechten_van_de_Mens_692,College voor de Rechten van de Mens,2017,3330,False,intersectoraal,hoog,hoog,beperkt,False,False,tweede_orde,9,15,ONBEKEND,ONBEKEND,,0,0,0,0,0
3994,College_voor_de_Rechten_van_de_Mens_760,College voor de Rechten van de Mens,2016,4374,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,5,4,ONBEKEND,ONBEKEND,,0,4,6,2,6
3999,College_voor_de_Rechten_van_de_Mens_762,College voor de Rechten van de Mens,2016,11604,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,5,5,ONBEKEND,ONBEKEND,5,0,5,8,5,9
4009,College_voor_de_Rechten_van_de_Mens_776,College voor de Rechten van de Mens,2015,3829,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,8,ONBEKEND,ONBEKEND,7,0,2,10,1,3
4021,College_voor_de_Rechten_van_de_Mens_785,College voor de Rechten van de Mens,2015,7489,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,11,GEVRAAGD,MINISTER,,0,1,6,3,4
4029,College_voor_de_Rechten_van_de_Mens_791,College voor de Rechten van de Mens,2015,9747,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,7,ONBEKEND,ONBEKEND,,0,7,3,4,7
4080,College_voor_de_Rechten_van_de_Mens_833,College voor de Rechten van de Mens,2014,44484,False,sectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,24,30,ONBEKEND,ONBEKEND,,0,6,9,4,10
4096,College_voor_de_Rechten_van_de_Mens_861,College voor de Rechten van de Mens,2013,5388,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,18,7,ONBEKEND,ONBEKEND,12,0,2,0,0,2
4117,College_voor_de_Rechten_van_de_Mens_883,College voor de Rechten van de Mens,,39415,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,40,40,GEVRAAGD,TWEEDE_KAMER,20,0,5,23,19,23
4131,College_voor_de_Rechten_van_de_Mens_896,College voor de Rechten van de Mens,2013,11372,False,sectoraal,laag,gemiddeld,beperkt,False,False,tweede_orde,4,2,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,1,2,2,2
4133,College_voor_de_Rechten_van_de_Mens_891,College voor de Rechten van de Mens,2013,35359,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,21,15,ONBEKEND,ONBEKEND,11,0,5,0,1,6
4203,College_voor_de_Rechten_van_de_Mens_969,College voor de Rechten van de Mens,2010,5089,False,sectoraal,hoog,hoog,geen,False,False,eerste_orde,3,5,GEVRAAGD,MINISTER,3,0,0,4,0,0
4214,College_voor_de_Rechten_van_de_Mens_981,College voor de Rechten van de Mens,,5249,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,7,GEVRAAGD,MINISTER,4,0,0,0,8,8
4234,College_voor_de_Rechten_van_de_Mens_1001,College voor de Rechten van de Mens,2009,5544,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,9,ONBEKEND,ONBEKEND,,0,1,2,0,1
4235,College_voor_de_Rechten_van_de_Mens_997,College voor de Rechten van de Mens,2008,28545,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,15,ONBEKEND,ONBEKEND,,0,6,10,18,23
4241,College_voor_de_Rechten_van_de_Mens_1008,College voor de Rechten van de Mens,2009,13637,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,22,11,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,4,0,1,5
4262,College_voor_de_Rechten_van_de_Mens_1027,College voor de Rechten van de Mens,2008,9856,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,3,6,ONBEKEND,ONBEKEND,1,0,2,3,0,1
4263,College_voor_de_Rechten_van_de_Mens_1030,College voor de Rechten van de Mens,2008,4684,False,sectoraal,hoog,hoog,onbekend,False,False,tweede_orde,5,10,GEVRAAGD,MINISTER,,0,0,0,0,0
4264,College_voor_de_Rechten_van_de_Mens_1031,College voor de Rechten van de Mens,,553,False,sectoraal,laag,gemiddeld,onbekend,False,False,eerste_orde,7,2,GEVRAAGD,MINISTER,7,0,0,0,0,0
4269,College_voor_de_Rechten_van_de_Mens_1029,College voor de Rechten van de Mens,2008,55154,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,9,2,GEVRAAGD,MINISTER,,0,3,10,4,6
4284,College_voor_de_Rechten_van_de_Mens_1051,College voor de Rechten van de Mens,2007,892,False,sectoraal,gemiddeld,hoog,geen,False,False,tweede_orde,5,2,GEVRAAGD,MINISTER,,0,0,0,1,1
4286,College_voor_de_Rechten_van_de_Mens_1049,College voor de Rechten van de Mens,2007,9879,False,sectoraal,laag,gemiddeld,beperkt,False,False,tweede_orde,4,8,GEVRAAGD,MINISTER,,0,2,3,2,4
4287,College_voor_de_Rechten_van_de_Mens_1052,College voor de Rechten van de Mens,2007,15821,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,3,ONBEKEND,ONBEKEND,,0,3,4,0,3
4288,College_voor_de_Rechten_van_de_Mens_1053,College voor de Rechten van de Mens,2007,11948,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,6,9,GEVRAAGD,MINISTER,,0,6,3,4,9
4314,College_voor_de_Rechten_van_de_Mens_1080,College voor de Rechten van de Mens,2006,3706,False,sectoraal,hoog,hoog,beperkt,False,False,eerste_orde,3,6,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,3,0,7,5,0,5
4315,College_voor_de_Rechten_van_de_Mens_1082,College voor de Rechten van de Mens,2006,10570,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,19,4,GEVRAAGD,MINISTER,,0,1,2,2,2
4317,College_voor_de_Rechten_van_de_Mens_1084,College voor de Rechten van de Mens,2006,4839,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,21,6,ONBEKEND,ONBEKEND,,0,4,4,4,7
4318,College_voor_de_Rechten_van_de_Mens_1081,College voor de Rechten van de Mens,2006,30398,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,6,3,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,6,0,3,2,3,6
4323,College_voor_de_Rechten_van_de_Mens_1088,College voor de Rechten van de Mens,2006,13606,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,3,8,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,6,5,2,8
4324,College_voor_de_Rechten_van_de_Mens_1091,College voor de Rechten van de Mens,2005,17480,False,sectoraal,gemiddeld,hoog,beperkt,False,False,eerste_orde,8,4,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,3,0,0,3
4327,College_voor_de_Rechten_van_de_Mens_1093,College voor de Rechten van de Mens,2005,8342,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,14,5,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,3,0,1,2
4329,College_voor_de_Rechten_van_de_Mens_1096,College voor de Rechten van de Mens,2005,4392,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,18,10,GEVRAAGD,MINISTER,,0,2,9,2,2
4330,College_voor_de_Rechten_van_de_Mens_1097,College voor de Rechten van de Mens,2005,9486,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,12,GEVRAAGD,MINISTER,,0,0,0,2,2
4332,College_voor_de_Rechten_van_de_Mens_1099,College voor de Rechten van de Mens,2004,5412,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,6,5,GEVRAAGD,MINISTER,,0,0,8,0,0
4337,College_voor_de_Rechten_van_de_Mens_1104,College voor de Rechten van de Mens,2004,6339,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,10,4,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,0,0,0,0
4338,College_voor_de_Rechten_van_de_Mens_1105,College voor de Rechten van de Mens,2004,7265,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,11,15,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,0,3,0,0
4341,College_voor_de_Rechten_van_de_Mens_1108,College voor de Rechten van de Mens,2004,2453,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,5,GEVRAAGD,MINISTER,,0,0,0,1,1
4357,College_voor_de_Rechten_van_de_Mens_1121,College voor de Rechten van de Mens,2002,8639,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,16,13,GEVRAAGD,MINISTER,,0,2,7,0,2
4358,College_voor_de_Rechten_van_de_Mens_1125,College voor de Rechten van de Mens,2001,2215,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,1,9,ONBEKEND,ONBEKEND,1,0,1,14,0,1
4363,College_voor_de_Rechten_van_de_Mens_1129,College voor de Rechten van de Mens,2000,10593,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,3,7,ONBEKEND,ONBEKEND,,0,7,4,1,7
4374,Commissie_auteursrecht_006,commissie auteursrecht - permanent,2019,5630,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,3,6,GEVRAAGD,MINISTER,3,0,0,3,0,0
4375,Commissie_auteursrecht_009,commissie auteursrecht - permanent,2013,5172,False,sectoraal,gemiddeld,hoog,beperkt,False,True,tweede_orde,1,9,GEVRAAGD,STAATSSECRETARIS,1,0,3,4,3,4
4377,Commissie_auteursrecht_010,commissie auteursrecht - permanent,2012,5818,False,sectoraal,hoog,hoog,onbekend,False,False,tweede_orde,2,7,GEVRAAGD,STAATSSECRETARIS,2,0,0,4,1,1
4379,Commissie_auteursrecht_008,commissie auteursrecht - permanent,2017,10405,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,11,18,GEVRAAGD,MINISTER,11,0,0,0,2,2
4382,Commissie_auteursrecht_015,commissie auteursrecht - permanent,2004,4758,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,15,14,GEVRAAGD,MINISTER,15,0,0,0,0,0
4383,Commissie_auteursrecht_013,commissie auteursrecht - permanent,2006,7229,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,12,18,GEVRAAGD,MINISTER,12,0,3,14,0,3
4385,Commissie_auteursrecht_020,commissie auteursrecht - permanent,1999,2771,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,2,4,GEVRAAGD,MINISTER,2,0,0,0,2,2
4386,Commissie_auteursrecht_017,commissie auteursrecht - permanent,2003,7068,False,sectoraal,gemiddeld,hoog,geen,False,False,tweede_orde,4,5,GEVRAAGD,MINISTER,4,0,0,0,3,3
4388,Commissie_auteursrecht_019,commissie auteursrecht - permanent,2001,21387,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,16,10,GEVRAAGD,MINISTER,16,0,0,0,7,7
4407,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_005,Commissie van advies inzake volkenrechtelijke vraagstukken,2024,12593,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,eerste_orde,15,10,GEVRAAGD,MINISTER,7,0,0,7,1,1
4414,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_008,Commissie van advies inzake volkenrechtelijke vraagstukken,2024,8922,False,sectoraal,laag,gemiddeld,beperkt,False,False,eerste_orde,14,3,GEVRAAGD,MINISTER,,0,0,0,2,2
4419,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_019,Commissie van advies inzake volkenrechtelijke vraagstukken,2023,6308,False,sectoraal,laag,laag,beperkt,False,True,tweede_orde,6,3,GEVRAAGD,TWEEDE_KAMER,,0,0,0,1,1
4425,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_026,Commissie van advies inzake volkenrechtelijke vraagstukken,2019,5476,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,15,6,GEVRAAGD,MINISTER,,0,1,0,1,2
4427,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_028,Commissie van advies inzake volkenrechtelijke vraagstukken,2020,8447,False,sectoraal,gemiddeld,gemiddeld,geen,False,False,tweede_orde,7,6,GEVRAAGD,MINISTER,,0,0,0,1,1
4428,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_027,Commissie van advies inzake volkenrechtelijke vraagstukken,2020,8872,False,sectoraal,laag,laag,beperkt,False,False,eerste_orde,6,10,GEVRAAGD,MINISTER,,0,0,0,0,0
4431,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_033,Commissie van advies inzake volkenrechtelijke vraagstukken,2018,4444,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,9,7,GEVRAAGD,MINISTER,,0,0,0,1,1
4438,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_037,Commissie van advies inzake volkenrechtelijke vraagstukken,2014,9115,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,True,tweede_orde,10,5,GEVRAAGD,MINISTER,,0,2,6,1,3
4439,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_038,Commissie van advies inzake volkenrechtelijke vraagstukken,2015,13530,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,14,14,GEVRAAGD,MINISTER,,0,0,0,0,0
4441,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_036,Commissie van advies inzake volkenrechtelijke vraagstukken,2014,18415,False,sectoraal,laag,laag,beperkt,False,False,tweede_orde,9,15,GEVRAAGD,MINISTER,,0,0,0,0,0
4443,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_044,Commissie van advies inzake volkenrechtelijke vraagstukken,2011,4867,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,5,6,GEVRAAGD,MINISTER,,0,0,0,2,2
4444,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_042,Commissie van advies inzake volkenrechtelijke vraagstukken,2013,12889,False,sectoraal,laag,gemiddeld,beperkt,False,False,eerste_orde,8,6,GEVRAAGD,MINISTER,,0,0,0,2,2
4445,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_041,Commissie van advies inzake volkenrechtelijke vraagstukken,2011,19788,False,intersectoraal,laag,laag,beperkt,False,False,tweede_orde,19,18,ONBEKEND,ONBEKEND,,0,4,11,2,6
4446,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_039,Commissie van advies inzake volkenrechtelijke vraagstukken,2015,29658,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,15,12,GEVRAAGD,MINISTER,,0,9,6,1,9
4452,Commissie_van_advies_inzake_volkenrechtelijke_vraagstukken_050,Commissie van advies inzake volkenrechtelijke vraagstukken,2008,21695,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,True,tweede_orde,16,8,GEVRAAGD,MINISTER,,0,0,3,0,0
4548,Gecombineerde_Commissie_Vennootschapsrecht_085,Gecombineerde Commissie Vennootschapsrecht,2016,4567,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,7,8,ONBEKEND,ONBEKEND,,0,0,0,4,4
4634,Gezondheidsraad_068,Gezondheidsraad,2025,9377,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,1,7,GEVRAAGD,MINISTER,1,0,3,5,2,4
4653,Gezondheidsraad_086,Gezondheidsraad,2025,16695,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,15,14,GEVRAAGD,MINISTER,,0,2,10,1,3
4654,Gezondheidsraad_078,Gezondheidsraad,2025,21628,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,3,7,GEVRAAGD,MINISTER,,0,4,9,4,8
4669,Gezondheidsraad_113,Gezondheidsraad,2025,8231,False,sectoraal,gemiddeld,hoog,beperkt,False,False,eerste_orde,5,5,ONBEKEND,ONBEKEND,5,0,0,0,4,4
4679,Gezondheidsraad_127,Gezondheidsraad,2025,17117,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,2,8,GEVRAAGD,MINISTER,2,0,2,4,4,6
4682,Gezondheidsraad_132,Gezondheidsraad,2025,6705,False,sectoraal,hoog,hoog,beperkt,False,False,eerste_orde,8,10,GEVRAAGD,STAATSSECRETARIS,,0,0,3,1,1
4725,Gezondheidsraad_154,Gezondheidsraad,2025,8381,False,sectoraal,gemiddeld,hoog,beperkt,False,False,eerste_orde,4,6,GEVRAAGD,STAATSSECRETARIS,,0,3,3,4,7
