adviescollege_id,document_id,categorie,link_type,review_oordeel,title,college_name,rank,shortlisted,rerank_score,status
123,stcrt-2020-31232,eenmalig,canoniek,human_geaccepteerd,Regeling instelling adviescollege onderzoek stelsel schadevergoeding voor slachtoffers van strafbare feiten,Adviescollege onderzoek stelsel schadevergoeding voor slachtoffers van strafbare feiten,1,True,97.5,shortlisted
124,stcrt-2021-25135,eenmalig,canoniek,human_geaccepteerd,Regeling instelling adviescollege toekomstbestendig stelsel bewaken en beveiligen,Adviescollege toekomstbestendig stelsel bewaken en beveiligen,1,True,103.5,shortlisted
125,stcrt-2022-19229,eenmalig,canoniek,human_geaccepteerd,Regeling instelling Adviescommissie versterken weerbaarheid democratische rechtsorde,Adviescommissie Versterken weerbaarheid democratische rechtsorde,1,True,103.5,shortlisted
126,stcrt-2022-31931,eenmalig,canoniek,human_geaccepteerd,"Stcrt. 2022, 31931 - Onafhankelijke commissie toekomst arbeidsongeschiktheidsstelsel (OCTAS)",Onafhankelijke Commissie Toekomst Arbeidsongeschiktheidsstelsel,1,True,79.5,shortlisted
128,stcrt-2023-11212,eenmalig,canoniek,human_geaccepteerd,Regeling instelling adviescollege inzake de werking van artikel 57 van de Grondwet,Adviescollege inzake de werking van artikel 57 van de Grondwet,1,True,97.5,shortlisted
129,stb-1997-106,permanent,canoniek,human_geaccepteerd,"Stb. 1997, 106 - Raad voor de financiële verhoudingen",Raad voor de financiële verhoudingen,,False,,missing_from_candidate_pool
130,stb-1996-542,permanent,canoniek,human_geaccepteerd,"Stb. 1996, 542 - Algemene Energieraad",Algemene Energieraad,1,True,94.5,shortlisted
131,stb-1996-539,permanent,canoniek,human_geaccepteerd,"Stb. 1996, 539 - Raad voor het Landelijk Gebied",Raad voor het Landelijk Gebied,,False,,missing_from_candidate_pool
132,stb-1998-402,permanent,canoniek,human_geaccepteerd,"Stb. 1998, 402 - Commissie bedreigde uitheemse dier- en plantensoorten",Commissie bedreigde uitheemse dier- en plantensoorten,,False,,missing_from_candidate_pool
133,stb-1996-551,permanent,canoniek,human_geaccepteerd,"Staatsblad 1996, 551 - VROM-raad",VROM-raad,2,True,94.5,shortlisted
134,stb-2002-554,permanent,canoniek,human_geaccepteerd,"Stb. 2002, 554 - Wet op de Raad voor de Wadden",Raad voor de Wadden,4,True,88.5,shortlisted
135,stb-2003-92,permanent,canoniek,human_geaccepteerd,"Stb. 2003, 92 - Adviesraad gevaarlijke stoffen",Adviesraad gevaarlijke stoffen,3,True,70.5,shortlisted
136,stb-1992-146,permanent,canoniek,human_geaccepteerd,"Stb. 1992, 146 - Raad voor verkeer en waterstaat",Raad voor verkeer en waterstaat,4,True,70.5,shortlisted
137,stb-2009-490,permanent,canoniek,human_geaccepteerd,"Stb. 2009, 490 - Waterwet, art. 10.3 Commissie van advies inzake de waterstaatswetgeving",Commissie van advies inzake de waterstaatswetgeving - permanent,,False,,missing_from_candidate_pool
138,stb-1997-103,permanent,canoniek,human_geaccepteerd,"Stb. 1997, 103 - Raad voor Maatschappelijke Ontwikkeling",Raad voor Maatschappelijke Ontwikkeling,2,True,94.5,shortlisted
139,stb-1997-102,permanent,canoniek,human_geaccepteerd,"Stb. 1997, 102 - Raad voor de Volksgezondheid en Zorg",Raad voor de Volksgezondheid en Zorg,2,True,94.5,shortlisted
140,stcrt-2009-17046,eenmalig,canoniek,human_geaccepteerd,Regeling instelling adviescommissie kansspelen via internet,Adviescommissie kansspelen via internet,1,True,115.5,shortlisted
141,stcrt-2021-23273,eenmalig,canoniek,human_geaccepteerd,Instellingsbesluit adviescommissie Onverplichte tegemoetkoming ouderen van Surinaamse herkomst,Adviescommissie Onverplichte tegemoetkoming ouderen van Surinaamse herkomst,,False,,no_candidates_for_phase
142,stcrt-2023-8149,eenmalig,canoniek,human_geaccepteerd,Regeling instelling adviescommissie rechtsbescherming en rechtsstatelijkheid in het Toekomstscenario Kind- en Gezinsbescherming,Adviescommissie rechtsbescherming en rechtsstatelijkheid in het Toekomstscenario Kind- en Gezinsbescherming,1,True,103.5,shortlisted
143,stcrt-2017-30516,eenmalig,canoniek,human_geaccepteerd,"Regeling van de Minister van Veiligheid en Justitie en de Minister van Binnenlandse Zaken en Koninkrijksrelaties van 23 mei 2017, nr. 2070235 houdende instelling van de Commissie herijking tarieven ambtshandelingen gerechtsdeurwaarders (Instellingsregeling Commissie herijking tarieven ambtshandelingen gerechtsdeurwaarders)",Commissie herijking tarieven ambtshandelingen gerechtsdeurwaarders - I,3,True,95.5,shortlisted
144,stcrt-2024-18302,eenmalig,canoniek,human_geaccepteerd,"Besluit van 16 mei 2024, houdende de instelling van de staatscommissie demografische ontwikkelingen ten behoeve van de advisering over de demografische ontwikkelingen op Caribisch Nederland 2050 (Instellingsbesluit staatscommissie demografische ontwikkelingen Caribisch Nederland 2050)",staatscommissie voor demografische ontwikkelingen Caribisch Nederland 2050,1,True,103.5,shortlisted
145,stcrt-2005-82-p9-SC69695,eenmalig,canoniek,human_geaccepteerd,Instellingsbesluit Stuurgroep evaluatie politieorganisatie,Stuurgroep Evaluatie Politieorganisatie,,False,,no_candidates_for_phase
146,stb-2015-140,permanent,canoniek,human_geaccepteerd,Wet van 1 april 2015 tot vaststelling van een nieuwe Instellingswet Raad voor strafrechtstoepassing en jeugdbescherming (Instellingswet Raad voor strafrechtstoepassing en jeugdbescherming 2015),Raad voor strafrechtstoepassing en jeugdbescherming,1,True,110.2,shortlisted
147,stcrt-2020-9139,eenmalig,canoniek,human_geaccepteerd,"Regeling van de Minister voor Milieu en Wonen en de Minister van Binnenlandse Zaken en Koninkrijksrelaties, van 10 februari 2020, nr. IENW/BSK-2020/5739, houdende instelling van de PFAS-taskforce",PFAS-taskforce,1,True,103.5,shortlisted
148,stcrt-2024-4375,eenmalig,canoniek,human_geaccepteerd,"Besluit van de Minister voor Rechtsbescherming en de Staatssecretaris van Binnenlandse Zaken en Koninkrijksrelaties van 30 januari 2024, nr. 5076899, houdende de instelling van de Commissie Evaluatie puntentoekenning gesubsidieerde rechtsbijstand II (Instellingsbesluit Commissie Evaluatie puntentoekenning gesubsidieerde rechtsbijstand II)",Commissie Evaluatie puntentoekenning gesubsidieerde rechtsbijstand - II,2,True,77.5,shortlisted
149,stcrt-2020-21256,eenmalig,canoniek,human_geaccepteerd,"Regeling van 17 april 2020, nr. 2020-0000196081, tot instelling van de Evaluatiecommissie Wet op de inlichtingen- en veiligheidsdiensten 2017 (Regeling instelling Evaluatiecommissie Wiv 2017)",Evaluatiecommissie Wet op de inlichtingen- en veiligheidsdiensten 2017,,False,,no_candidates_for_phase
150,stcrt-2017-29814,tijdelijk,canoniek,human_geaccepteerd,"Besluit van 17 mei 2017, nr. 2017000809, houdende instelling van het Adviescollege toetsing regeldruk",Adviescollege toetsing regeldruk - tijdelijk,,False,,missing_from_candidate_pool
151,stcrt-2019-69958,tijdelijk,canoniek,human_geaccepteerd,"Besluit van 17 december 2019, tot instelling van het Adviescollege Veiligheid Groningen",Adviescollege Veiligheid Groningen - tijdelijk,1,True,52.333334,shortlisted
152,stcrt-2006-235-p7-SC77824,tijdelijk,canoniek,human_geaccepteerd,Instellingsbesluit commissie auteursrecht 2006,commissie auteursrecht - tijdelijk,1,True,72.068965,shortlisted
153,stb-2016-207,tijdelijk,canoniek,human_geaccepteerd,"Besluit van 20 mei 2016, houdende instelling van de Nederlandse Sportraad als adviescollege over het evenementenbeleid op het terrein van sport (Instellingsbesluit Nederlandse Sportraad)",Nederlandse Sportraad - tijdelijk,,False,,missing_from_candidate_pool
154,stb-2025-349,permanent,canoniek,human_geaccepteerd,"Wet van 29 oktober 2025, houdende herstel van wetstechnische gebreken en leemten, alsmede aanbrenging van andere wijzigingen in diverse wetsbepalingen op het terrein van het Ministerie van Klimaat en Groene Groei (Verzamelwet KGG 2026)",Wetenschappelijke Klimaatraad - permanent,,False,,missing_from_candidate_pool
155,stb-2005-9,tijdelijk,canoniek,human_geaccepteerd,Waterstaatswet 1900,Commissie van advies inzake de waterstaatswetgeving - tijdelijk II,2,True,52.0,shortlisted
156,stcrt-2018-12472,eenmalig,canoniek,human_geaccepteerd,"Regeling van de Minister voor Rechtsbescherming en de Staatssecretaris van Binnenlandse Zaken en Koninkrijksrelaties van 27 februari 2018, nr. 2210840, houdende instelling van de Commissie herijking tarieven ambtshandelingen gerechtsdeurwaarders (Instellingsregeling Commissie herijking tarieven ambtshandelingen gerechtsdeurwaarders 2018)",Commissie herijking tarieven ambtshandelingen gerechtsdeurwaarders - II,1,True,95.5,shortlisted
160,stb-2000-495,permanent,canoniek,human_geaccepteerd,Vreemdelingenwet 2000,Adviescommissie voor Vreemdelingenzaken,,False,,missing_from_candidate_pool
